Date,ATM_ID,Total_Of_Transactions,Total_Of_Services,Total_Of_Bills,Total_Of_Transfers,Total_Of_Dispenses,HSuperviser,No_Service
1393/12/29,1955,516,2890000,2906000,784809910,285500000,0,0.04
1393/12/29,1957,562,2790000,633000,482118200,391750000,0.45,22.17
1393/12/29,1958,336,6559839,4044000,1069388779,157000000,0,0
1393/12/29,1959,393,5564748,840000,508046825,285000000,0,9.71
1393/12/29,3709,456,3680000,720000,548788000,237500000,0,0
1393/12/29,3710,504,2151859,1279000,382835600,280100000,0.17,14.21
1393/12/29,3790,38,0,2367000,80410000,4600000,0,0
1393/12/29,3792,443,0,1224000,896346237,204050000,0.04,0.55
1393/12/29,4540,28,0,233000,1230000,12500000,0,0.71
1393/12/29,4541,114,0,290000,255526000,57150000,0,0
1393/12/29,4015,3,0,0,0,4000000,0,0
1393/12/29,3554,4,0,0,5000000,4000000,0,0
1393/12/29,3711,345,3384328,480000,387460594,164300000,0.12,0.58
1393/12/29,3712,529,6416095,6654000,732183064,326650000,0,0
1393/12/29,3713,451,32959464,2298000,1043269207,197450000,0.7,3
1393/12/29,3714,522,0,0,0,560800000,0,15.38
1393/12/29,3715,236,0,460000,428750000,144700000,0.02,41.29
1393/12/29,3716,620,0,2603000,994953339,291400000,0.04,6.33
1393/12/29,3717,691,0,1160000,1029610153,382100000,0,0
1393/12/29,3047,347,0,660000,246902029,199900000,0.02,37.63
1393/12/29,3048,341,0,760000,285730000,160200000,0.03,38.17
1393/12/29,3049,649,15133067,2084000,438400000,345500000,0,0.04
1393/12/29,3050,521,8176091,5317000,787340000,268450000,0.06,0.67
1393/12/29,3901,81,0,150000,288665000,14000000,0,94.09
1393/12/29,3902,45,1050000,20000,41850000,29700000,0,0
1393/12/29,2526,466,1718081,440000,513996384,287700000,0.48,52.83
1393/12/29,4554,44,2781390,609000,3500000,19400000,0,0
1393/12/29,3442,425,1395556,2195000,1961584811,220800000,0,0.42
1393/12/29,3443,454,1400000,4204000,723130000,247200000,0,9.38
1393/12/29,3444,53,0,350000,13350000,12000000,0,0
1393/12/29,1969,516,1670000,1352000,392556262,338950000,0,1.96
1393/12/29,1970,468,0,24824000,606087174,276550000,0.01,0.12
1393/12/29,1971,692,29955052,3251000,665734198,365100000,0.66,20.67
1393/12/29,3446,591,4502200,4875000,757326340,306450000,0.04,43.42
1393/12/29,1960,284,0,48000,637030870,187050000,0.79,3.96
1393/12/29,1961,577,0,1873000,967495000,369500000,0,0
1393/12/29,1962,742,2667787,3135000,978028171,414300000,0.25,15.79
1393/12/29,1963,763,2400000,2039000,760291708,514050000,0,0.04
1393/12/29,1964,611,1380000,3619000,248061237,285000000,0,0
1393/12/29,1965,412,6750000,2369000,745805000,94200000,0,34.42
1393/12/29,1966,874,0,12298000,1388034823,622600000,0,0
1393/12/29,1968,767,0,3029000,1071434550,491150000,0.03,8.38
1393/12/29,2264,115,2783000,406000,295213000,51100000,0,0
1393/12/29,3051,676,7646417,1955000,1219411097,381500000,0.33,1.38
1393/12/29,3052,232,810000,110000,188750000,148500000,0.85,3.54
1393/12/29,3053,686,7236497,1545000,468299467,522700000,0.01,35.83
1393/12/29,3054,653,17964588,3513000,1175739740,356700000,0,0
1393/12/29,3055,696,4519880,1580000,1053708637,374800000,0.41,15.75
1393/12/29,3056,647,6192960,1370000,831890788,513000000,0.24,1.04
1393/12/29,3057,485,2997744,1174000,924796995,191200000,0.14,13.12
1393/12/29,3058,557,2000000,2678000,876530800,273500000,0,0
1393/12/29,3229,435,0,1642000,347157000,201900000,0.28,2
1393/12/29,3230,665,9551299,1676000,638037200,373900000,0.05,6.08
1393/12/29,3231,222,3681583,647000,259870000,105300000,0,0
1393/12/29,3232,446,10083485,630000,437107000,223800000,0.17,2.67
1393/12/29,3233,480,5159592,2042000,593140000,277100000,0,7
1393/12/29,3234,552,1123333,697000,557938637,364600000,0.17,11.88
1393/12/29,3235,396,1220000,16050000,886408571,127000000,0.04,1.04
1393/12/29,4594,332,4739182,4780000,475540028,174250000,0,0.08
1393/12/29,3059,474,1530000,943000,392170000,296200000,0.02,34.87
1393/12/29,3060,685,24542457,4026000,965586546,408150000,0.07,8.54
1393/12/29,3061,396,27146689,568000,357858938,219900000,0.02,10.29
1393/12/29,3062,509,2243486,4845000,816861535,287900000,0,7.17
1393/12/29,1809,596,2196498,6989000,820249409,296000000,0,6.54
1393/12/29,1810,433,3473688,680000,528865497,223500000,0,28.42
1393/12/29,1811,545,8333146,732000,436106228,262200000,0.02,11.96
1393/12/29,1818,224,0,320000,240570000,105200000,0,0
1393/12/29,1876,654,33931255,2975000,650962444,320400000,0.11,0.5
1393/12/29,2277,201,1670502,260000,358717814,66500000,2.12,53.88
1393/12/29,4595,115,850000,641000,174163000,39150000,0.18,12.04
1393/12/29,4596,192,0,490000,127150000,87500000,0.14,0.63
1393/12/29,4528,915,7408812,1602000,462823538,610750000,0.62,15.59
1393/12/29,4529,702,1387236,3311000,945473160,385200000,0.21,0.88
1393/12/29,4337,473,8295368,3612000,507586800,205000000,0,0
1393/12/29,4203,254,0,586000,209230000,165200000,0,0
1393/12/29,4431,191,2988253,1006000,185734000,109250000,0,23
1393/12/29,4432,637,0,1150000,617126390,402700000,0,5.13
1393/12/29,4433,527,2364155,3620000,416780000,334100000,0,0.04
1393/12/29,3785,42,0,220000,12550000,12800000,0,0
1393/12/29,3786,553,0,2725000,523612360,349300000,0.15,8.96
1393/12/29,3787,604,3582227,895000,474394000,446050000,0,10.96
1393/12/29,3788,655,1500000,5312000,425736237,501850000,0.41,1.71
1393/12/29,3789,121,0,620000,342050000,41700000,0,52.83
1393/12/29,4434,465,3360000,2800000,600780000,243800000,0.15,0.67
1393/12/29,4435,615,3861004,5255000,743995639,340800000,0.02,0.08
1393/12/29,3254,273,7866263,957000,203250000,110750000,0.8,8.92
1393/12/29,2503,725,10956666,1530000,328707370,327900000,0.63,21.17
1393/12/29,2504,878,0,2724000,991765468,570900000,0,0
1393/12/29,2737,128,0,90000,87820000,121500000,0.37,1.58
1393/12/29,2738,561,3369687,1344000,730499335,393200000,0.06,0.25
1393/12/29,2739,199,0,400000,296633722,97800000,0.55,2.29
1393/12/29,2740,647,5841231,1743000,1245228637,338850000,0.26,1.17
1393/12/29,2474,326,835525,750000,358243645,133600000,0,0
1393/12/29,1739,344,0,210000,226840000,178350000,0.55,11.71
1393/12/29,1740,915,9321709,2281000,681947264,464300000,0,7.63
1393/12/29,1741,662,7413546,1200000,578168052,358300000,0,8.17
1393/12/29,1742,721,0,3361000,1211296367,391040000,0,0.5
1393/12/29,1743,596,2400000,7462000,461020612,270000000,0,0
1393/12/29,1744,817,0,1753000,575194602,565500000,0,0
1393/12/29,1745,577,11825951,1411000,518299737,314300000,0.51,2.96
1393/12/29,2308,672,350000,1680000,667543612,474850000,0.45,2.42
1393/12/29,1746,756,0,1172000,805853558,428950000,0,10.38
1393/12/29,1747,643,2556984,2190000,694454927,364800000,0,0.33
1393/12/29,1748,653,3733501,1787000,948865237,305100000,0,0
1394/01/02,1809,350,0,1459000,332946000,198000000,0,6.04
1394/01/02,1810,211,5994896,1083000,185550000,97800000,0.01,36.17
1394/01/02,1811,258,4308252,550000,145657474,83850000,0,0
1394/01/02,2277,212,1866666,461000,165946726,113600000,0,0.21
1394/01/02,1818,189,0,1070000,141120000,69400000,0,0
1394/01/02,1876,327,15010536,1554000,107296237,104500000,0,0.04
1394/01/02,3254,158,5237411,570000,179038637,35200000,0.24,18.13
1394/01/02,4541,39,6976283,120000,12500000,14550000,0,0
1394/01/02,4015,2,0,0,1500000,0,0,0
1394/01/02,3785,9,0,120000,0,800000,0,0.25
1394/01/02,3786,206,0,500000,388090000,104350000,0.68,2.88
1394/01/02,3787,276,0,1223000,277967000,180700000,0.42,1.75
1394/01/02,3788,356,3300000,2194000,420777000,185900000,0,4.29
1394/01/02,3789,34,0,50000,214000000,7000000,0,0.83
1394/01/02,3790,80,0,497000,28700000,69400000,0,0
1394/01/02,3792,184,0,330000,56065000,73800000,0,0
1394/01/02,3901,45,0,70000,196450000,0,0,11.92
1394/01/02,2474,51,4140000,210000,64250000,0,0,0
1394/01/02,4554,27,0,450000,4000000,12300000,0,0
1394/01/02,2737,100,1550000,0,176720000,21000000,0.08,0.33
1394/01/02,2738,116,4065295,4423000,142550000,35900000,0,14.79
1394/01/02,2739,164,0,260000,165550000,65100000,0,0
1394/01/02,2740,328,1400000,600000,437960000,145250000,0,0
1394/01/02,2308,578,6984859,5137000,707700000,294400000,0.07,0.46
1394/01/02,1739,262,2360000,770000,45250000,116900000,0.16,0.67
1394/01/02,1740,396,11723881,1526000,196750000,139700000,0.04,5.17
1394/01/02,1741,338,5597951,1220000,196978910,107400000,0,8.54
1394/01/02,1742,367,1445495,1598000,775665800,219950000,0.77,3.21
1394/01/02,1743,268,3500000,1431000,297240000,106300000,0,0
1394/01/02,1744,296,1045943,750000,219765000,117900000,0,8.29
1394/01/02,1745,443,15029144,930000,327155000,182500000,0,0.04
1394/01/02,1746,322,2950000,903000,445423732,153150000,0.02,5.58
1394/01/02,1747,323,2040000,2566000,209281000,153950000,0.23,1
1394/01/02,1748,351,7630377,2908000,471670000,153800000,0,0.42
1394/01/02,3709,106,10788995,781000,492783910,30800000,0.05,0.21
1394/01/02,3710,363,8676666,847000,286551967,127300000,0.14,3.04
1394/01/02,3711,125,4180000,620000,169940000,27800000,0,0
1394/01/02,3712,337,1430000,3583000,786850000,152050000,0.13,35.42
1394/01/02,3902,25,0,60000,20000000,10400000,0,0.17
1394/01/02,4594,57,2683825,20000,112600000,21700000,0,0
1394/01/02,4595,141,4321936,510000,80780000,47000000,0,0
1394/01/02,4596,104,0,600000,63795000,42700000,0,0
1394/01/02,3713,396,7196287,1417000,534867499,192350000,0.11,0.5
1394/01/02,3714,515,1377209,2341000,406311000,248700000,0.97,4.08
1394/01/02,3715,182,1942169,1400000,274854120,59600000,0,0.13
1394/01/02,3716,305,0,990000,552912474,85050000,0,0
1394/01/02,3717,331,0,1980000,237380000,134000000,0.02,0.08
1394/01/02,2330,101,2716253,707000,147680000,43000000,0,0.13
1394/01/02,2331,289,1800000,1117000,217430000,125500000,0.51,2.13
1394/01/02,2503,213,7325727,860000,65959500,85150000,0,0
1394/01/02,2504,396,1389805,3950000,367953273,174000000,0.59,12.79
1394/01/02,1949,753,2020000,1675000,1100353003,422340000,0.54,2.62
1394/01/02,1950,225,0,480000,159477950,83900000,0,7.33
1394/01/02,1951,237,2800000,2743000,196242500,81000000,0,0.04
1394/01/02,1952,334,2800000,710000,190116737,152000000,0,0
1394/01/02,2332,213,1410000,1464000,181400000,105000000,0,0.08
1394/01/02,2333,529,1040000,8664000,724308460,313400000,0,7.29
1394/01/02,2334,409,2240000,1024000,228570000,221800000,0,0
1394/01/02,3442,150,0,926000,214860000,83500000,0,0
1394/01/02,3443,368,0,2686000,421104757,179100000,0.35,1.46
1394/01/02,3444,51,3321853,200000,22550000,10400000,0,0
1394/01/02,3446,263,3466668,3147000,151350000,161100000,0,0
1394/01/02,3554,4,0,0,0,2800000,0,0
1394/01/02,4528,440,5731210,2154000,414981263,150450000,0.01,0.33
1394/01/02,4529,641,1660000,3456000,804037629,389450000,0.03,4.71
1394/01/02,4540,15,2795885,206000,750000,3400000,0,0.04
1394/01/02,4431,150,0,1355000,206550000,71350000,0,0.04
1394/01/02,4432,268,0,2527000,179068637,95500000,0.02,0.08
1394/01/02,4433,251,39221417,4348000,250187000,122300000,0.2,0.83
1394/01/02,4434,188,1528790,590000,200611076,74250000,0,14.79
1394/01/02,4435,293,3442923,1835000,254502266,129400000,0,0
1394/01/02,4203,137,2000000,1641000,138800000,86300000,0,0
1394/01/02,4337,442,0,1941000,335666562,166400000,0,0
1394/01/02,3047,149,0,54000,169534000,80800000,0,0
1394/01/02,3048,181,3384031,680000,136624460,60700000,0,0
1394/01/02,3049,127,1930000,460000,56490000,79500000,0.1,0.46
1394/01/02,3050,152,0,310000,98159099,68350000,0,0
1394/01/02,3051,255,1952995,607000,90050000,133800000,0.02,0.08
1394/01/02,3232,300,2609408,920000,165694000,174700000,0,0
1394/01/02,3233,512,1520000,29730000,546500000,233500000,0,38.17
1394/01/02,3234,433,0,1293000,588910000,256100000,0,15.21
1394/01/02,3235,328,0,3062000,343340000,161000000,0.02,1.83
1394/01/02,3052,152,2800000,160000,90950000,85750000,0.13,0.54
1394/01/02,3053,286,556469,1835000,274370000,133000000,0,2.79
1394/01/02,3054,393,3544258,1990000,690089000,181400000,0,1.54
1394/01/02,3055,706,9116242,2724000,995412000,419700000,0,0.38
1394/01/02,3056,256,0,1365000,381350000,113500000,0,24.92
1394/01/02,3057,352,1679271,2959000,141270000,190900000,0.58,2.63
1394/01/02,3058,269,2518683,1070000,183709498,126500000,0.13,0.54
1394/01/02,3059,199,6074301,440000,82554000,56000000,0,0
1394/01/02,3060,409,11464945,2635000,214100000,167400000,0,0
1394/01/02,3061,231,8800710,1075000,222340000,69850000,0,0
1394/01/02,3062,103,1091325,1411000,237505000,0,0,0
1394/01/02,3229,224,16528266,270000,192124000,83700000,0,1.46
1394/01/02,3230,323,3905872,1366000,569676237,158900000,0,0
1394/01/02,3231,125,6158175,200000,121168000,41000000,0,0
1394/01/02,2526,569,3143793,1210000,316410000,317900000,0.49,2.04
1394/01/02,2264,48,0,100000,89022128,18100000,0,0.04
1394/01/02,1953,210,11045511,450000,298808638,96200000,0,21.5
1394/01/02,1954,198,4470000,2000000,532260000,0,0,0
1394/01/02,1955,237,3260000,3027000,210560000,87900000,0,0.04
1394/01/02,1957,6,0,0,1900000,3100000,0.09,3.08
1394/01/02,1958,35,0,60000,88550000,4000000,0,0
1394/01/02,1959,365,0,1990000,361740000,298000000,0,13.63
1394/01/02,1960,223,0,2290000,522360000,105500000,0,11.75
1394/01/02,1961,378,0,825000,849040000,202800000,0.08,6.38
1394/01/02,1971,403,4066150,1453000,275234948,196200000,0,0.04
1394/01/02,1962,498,1039960,3179000,671710000,208300000,0.05,1.88
1394/01/02,1963,160,2797957,2929000,88560000,63700000,0,34.83
1394/01/02,1964,336,5617131,2208000,135504967,85500000,0,0
1394/01/02,1965,214,1370327,800000,332390640,81500000,0,0
1394/01/02,1966,666,3069460,5329000,1365460000,383000000,0,27.29
1394/01/02,1968,453,0,1760000,536336518,204550000,0.08,8.79
1394/01/02,1969,309,0,2234000,324699120,149000000,0.03,0.13
1394/01/02,1970,183,4872693,290000,380900250,72600000,0,0.04
1394/01/03,1818,253,0,408000,272450000,118750000,0,0
1394/01/03,1876,310,13433249,704000,271799294,129500000,0.34,1.46
1394/01/03,2474,48,0,100000,69030000,0,0,0
1394/01/03,2737,64,0,93000,97450000,22500000,0.34,1.42
1394/01/03,2738,223,38759800,820000,120186110,105500000,0.12,0.5
1394/01/03,2739,164,834703,4312000,375892460,58900000,0.06,0.25
1394/01/03,2740,331,0,470000,290097000,141750000,0.53,2.25
1394/01/03,3785,0,0,0,0,0,0,0
1394/01/03,4015,1,0,0,0,2000000,0,0
1394/01/03,3709,136,9601497,50000,400926110,46000000,0,0
1394/01/03,3710,342,1667713,2606000,307066012,128350000,0,0
1394/01/03,3711,92,1686347,240000,72405250,34800000,0.61,2.54
1394/01/03,3786,313,0,3559000,428285000,172150000,0.33,1.38
1394/01/03,3787,354,0,574000,499330000,207550000,0.51,2.13
1394/01/03,3788,394,0,1920000,456116726,260100000,0.41,9.34
1394/01/03,3789,50,0,1044000,290895000,12300000,0,0
1394/01/03,3790,121,0,350000,193340000,78800000,0,0
1394/01/03,3792,163,0,480000,90020000,59950000,0.04,6.96
1394/01/03,3901,79,0,1796000,288450000,0,0,100
1394/01/03,3902,8,0,0,35800000,1300000,0,0
1394/01/03,4554,9,0,10000,0,4900000,0,0
1394/01/03,1747,392,1963227,4104000,283450000,172250000,0,0
1394/01/03,1748,359,2790503,2937000,451952720,145500000,0,0
1394/01/03,2308,635,3327755,1690000,517797486,345000000,0.25,1.04
1394/01/03,1739,326,3322619,1381000,85888864,183700000,0,0
1394/01/03,1740,495,6537674,1489000,381560084,205900000,0,0
1394/01/03,1741,202,6960830,2628000,99176153,55150000,0.04,58.83
1394/01/03,1742,456,3795997,7784000,637610000,180100000,0,0
1394/01/03,1743,164,0,1047000,90350000,62900000,0.03,12.5
1394/01/03,1744,373,0,3714000,231937820,121700000,0.39,1.63
1394/01/03,1745,431,4660000,2426000,281855000,135750000,0,8.96
1394/01/03,1746,125,0,0,174150000,45750000,0.38,23.21
1394/01/03,2330,121,4512397,1715000,110695000,60000000,0,0.17
1394/01/03,2331,364,10711170,898000,121490000,143000000,0,11.55
1394/01/03,2503,265,3080000,1438000,144141000,79850000,0.51,2.13
1394/01/03,3712,384,0,4075000,617607500,193650000,0.03,3.38
1394/01/03,3713,345,13379118,723000,339830000,164650000,0.61,5.92
1394/01/03,3714,498,2778014,1917000,408950000,263000000,0,0
1394/01/03,3715,195,1600000,660000,145226110,91700000,0,0
1394/01/03,3716,340,0,1483000,613490147,127150000,0,0
1394/01/03,3717,296,0,1490000,266600000,110100000,0,16.63
1394/01/03,4594,80,3346186,3129000,57910000,34400000,0.18,0.75
1394/01/03,4595,98,0,480000,108793366,41100000,0.46,2.8
1394/01/03,4596,103,1388209,350000,74254948,37350000,0.18,0.75
1394/01/03,2332,262,0,1050000,423852237,92600000,0,13.08
1394/01/03,2333,586,1711283,1670000,927127000,306300000,0.2,0.83
1394/01/03,2334,387,0,834000,400100000,247200000,0.04,0.67
1394/01/03,2504,406,0,9848000,486238114,181350000,0.11,16.13
1394/01/03,3442,101,0,340000,146445000,56000000,0,29.83
1394/01/03,3443,357,1700000,3400000,219345000,199550000,0,3.58
1394/01/03,3444,17,0,716000,0,3400000,0,0
1394/01/03,3446,287,6204452,1677000,184702057,118550000,0.06,0.25
1394/01/03,3554,11,0,0,4000000,900000,0,0
1394/01/03,1949,828,0,5767000,996536657,482400000,0.38,1.58
1394/01/03,1950,210,5210000,540000,218469000,70450000,0,56.04
1394/01/03,1951,218,13091916,1100000,56473918,87000000,0,0
1394/01/03,1952,450,1707736,1220000,551510000,218500000,0.1,0.63
1394/01/03,1953,333,3630192,3488000,265650000,164000000,0.4,1.67
1394/01/03,1954,428,8581043,3573000,503975110,227310000,0,0
1394/01/03,1955,217,961837,970000,223873333,79150000,0.45,15.67
1394/01/03,1957,0,0,0,0,0,0,0
1394/01/03,1958,44,1973033,70000,101456110,8500000,0,0
1394/01/03,1959,393,1388209,3242000,415994781,258100000,0.2,67.62
1394/01/03,1960,412,1608991,4205000,854285000,272200000,0.53,3.71
1394/01/03,1961,443,0,3991000,805069977,281500000,0,0
1394/01/03,4528,490,2934973,1018000,314526289,225700000,0.66,2.75
1394/01/03,4529,728,0,4041000,1623952500,472600000,0.11,7.96
1394/01/03,4540,20,1388209,1247000,3000000,4750000,0,0
1394/01/03,4541,31,0,40000,46772043,17300000,0,0
1394/01/03,4431,230,7249936,710000,166600000,127600000,0,0
1394/01/03,4432,258,0,1470000,203166237,92500000,0,0
1394/01/03,4433,0,0,0,0,0,0,0
1394/01/03,4434,311,3140000,1872000,167486000,156700000,0.18,0.75
1394/01/03,4435,274,4760000,1854000,527271600,108200000,0.31,11.58
1394/01/03,4203,90,2800000,120000,116549000,12750000,0,0
1394/01/03,4337,385,4309745,1340000,222140000,189400000,0,8.04
1394/01/03,3231,137,6803320,220000,309605471,63500000,0,0
1394/01/03,3232,299,14979914,670000,161920000,123200000,0.4,1.71
1394/01/03,3233,616,3000000,9586000,1009237000,282700000,0.06,53.79
1394/01/03,3234,506,0,1899000,449227720,364200000,0.14,9.67
1394/01/03,3235,386,8019061,1423000,462400720,218000000,0,0
1394/01/03,3229,304,7756817,1168000,292958000,118200000,0.12,2.5
1394/01/03,3230,391,10469452,1080000,310280000,136900000,0.47,1.96
1394/01/03,3051,276,2414981,3070000,502900910,129100000,0.08,0.38
1394/01/03,3052,171,14776753,876000,153490000,77650000,0.54,2.25
1394/01/03,3053,271,1670502,282000,183071733,119300000,0.55,2.29
1394/01/03,3054,513,2921176,13782000,626670000,312300000,0.41,1.71
1394/01/03,3055,745,18468115,2441000,1090306000,406950000,0.1,13.08
1394/01/03,3056,490,0,787000,805973166,313650000,0,0
1394/01/03,3057,516,0,2303000,306600000,263700000,0.14,1.58
1394/01/03,3058,256,3000000,2221000,247214730,109950000,0.25,1.08
1394/01/03,3059,260,16844100,430000,367349000,85300000,0,0
1394/01/03,3060,467,15779062,1515000,411637997,204750000,0,0
1394/01/03,3061,230,12958158,1395000,139680000,93150000,0,0.04
1394/01/03,3062,101,2780290,842000,266655000,0,0,0
1394/01/03,3254,198,1953411,590000,243900000,79000000,0,0
1394/01/03,3047,179,6990000,1312000,229780560,59300000,0.02,0.08
1394/01/03,3048,131,0,210000,32156000,54200000,0.36,2.63
